occupation,courses_list
Software Engineer at Google,"['Advanced Algorithm', 'C++ Program Design and Training', 'Data Structure', 'Database', 'Digital Logic Circuits & Systems', 'Digital Signal Processing', 'EM in Sensing & Communications', 'Fundamentals of Network technology', 'Intro Artificial Intelligence', 'Introduction to GPS']"
Software Engineer @Netapp,"['Analysis of Algorithms', 'Artificial Intelligence', 'Computer Networks', 'Database Systems', 'Internetworking and Distributed Systems Laboratory', 'Operating System', 'Web Technologies']"
Software Engineer at Microsoft,"['ARM Embedded System', 'C++ Programming', 'Computer Architecture and Design', 'Computer Communication Networks', 'Data Structure', 'Digital System VHDL Simulation', 'Image Processing', 'Operating System', 'Probability and Random Variables', 'Project Managment']"
Software Engineer at Microsoft,"['Advanced Software Paradigms', 'Computer Network', 'Computer Organization and System Architecture', 'Computer System Architecture', 'Computing and Software Engineering', 'Data Structure and Algorithm Analysis', 'Database Design', 'Database Management Systems', 'Design & Analysis of Algorithm', 'Design Pattern']"
Software Engineer at Facebook,"['Algorithms: Design and Analysis, Part 1(Standford)', 'Machine Learning(Stanford)', 'Natural Language Processing(Columbia University)', 'Probabilistic Graphical Models(Standford)']"
Software Engineer at Yahoo,"['3-D Graphics and Rendering', 'Analysis of Algorithm', 'Compiler Design', 'Foundation and Application of Data Mining', 'Foundation of Artificial Intelligence', 'Foundation of Database', 'Massive Data Processing', 'Operating System', 'Parallel Programming', 'Scientific Computing and Simulation']"
Software Engineer at Microsoft,"['Algorithm', 'Algorithms and Advanced Data Structures', 'Cloud Computing', 'Compiler', 'Computer Architecture', 'Computer Network', 'Computer Networks', 'Computer Vision', 'Data Struture', 'Database Applications']"
Software Engineer at BrightEdge,"['Computer Vision', 'Data Structure and Algorithm', 'Database Principles and Implementation', 'Introduction to Artificial Intelligence', 'Machine Learning', 'Numerical Analysis', 'Pattern Recognition', 'Regression Analysis', 'TEXT MINING AND BIG DATA ANALYTICS', 'VISUAL INTERACTION AND DATA ANALYTICS']"
Software Engineer at Amazon,"['Advanced Software Enginee', 'Analysis Of Algorithm', 'Computational Geometry', 'Introduction to AI', 'Introduction to Algorithms', 'Networks Management and Control Standards', 'Operating Systems', 'Principles of Database Management Systems', 'Randomized Algorithms', 'Theory of Computation I']"
Software Engineer,"['Data Structures & Advanced Programming (audit)', 'Integrative Bioinformatics, Genomics, and Proteomics Lab', 'Introduction to Computer Science']"
Software Engineer at Google,"['Adv. Heat Transfer', 'Algorithms, Part I - Princeton MOOC', 'Algorithms, Part II - Princeton MOOC', 'An Introduction to Interactive Programming in Python', 'Computer Graphics', 'Computer-aided ship design and manufacturing', 'Database SQL', 'Electrical and Electronic Technology', 'Electrical and Electronic Technology II', 'Energy Conversion and Supply']"
Software Engineer at Google,"['Advanced Software Development Methods', 'Algorithms', 'Cloud Computing', 'Computer Architecture', 'Data & Information Engineering', 'Human Machine Interface', 'Information Retrieval', 'Internet Scale Application', 'Operating Systems', 'Program and Data Representation']"
Software Engineer at Yelp,"['Advertising and Promotion Strategy', 'Business Analytics', 'Business Policy: An International Perspective (Capstone)', 'Business Statistics', 'Consumer Behavior', 'Environmental Economics', 'Financial Accounting', 'Financial Management', 'Information Systems', 'Intermediate German']"
Software Engineer,"['ADVANCED PROGRAMMING IN UNIX', 'ARTIFICIAL INTELLIGENCE', 'COMPILER DESIGN', 'COMPUTER GRAPHICS', 'COMPUTER INTERFACING', 'COMPUTER NETWORKS', 'DATABASE SYSTEMS', 'DIGITAL ELECTRONICS AND PULSE TECHNIQUES', 'DIGITAL SYSTEM DESIGN', 'DISCRETE MATHEMATICS']"
Software Engineer at Google,"['3D Graphics and Rendering', 'Advance Game Project', 'Algorithrm', 'Game Engine', 'Mobile Game', 'Networked Game', 'Web Technology']"
Software Engineer at Feedzai,"['ADVANCED DIGITAL LOGIC', 'ANALOG INTEGRATED CIRCUIT DSGN', 'CLOUD & MOBILE COMPUTING', 'COMPUTER ARCHITECTURE', 'DATABASE DESIGN', 'DESIGN & ANALYS-COMP ALGORITHM', 'HARDWARE MODELING USING HDL', 'MICROPROCESSOR SYSTEMS', 'SPEECH & SPEAKER RECOGNITION', 'TESTING AND TESTABLE DESIGN']"
Software Engineer II at Duo Security,"['Computer Organization', 'Data Structures and Algorithms', 'Discrete Mathematics', 'Introduction to Cryptography', 'Linear Algebra']"
Software Engineer at TripAdvisor,"['ARM Embedded Systems and its Experiments', 'Advanced WWW Programming', 'Algorithm and Analysis', 'Analog Electronic Technology', 'Arts and Skills of Interpersonal Communications', 'C++ Programming', 'Computer Vision in our 3D world', 'Creation Studies and Training of Creative Thinking', 'Data Structure', 'Digital Image Processing']"
Software Engineer at Airbnb,"['Advanced Database Systems', 'Advanced Machine Learning', 'Advanced Mathematics', 'Analysis of Algorithm I', 'Artificial Intelligence', 'C# Programming', 'C++ Programming', 'Cloud Comput: Concepts/Practic', 'Compilation Technology and Application', 'Computer Interface and Communication']"
Software Engineer at Yahoo,"['Advanced Software Engineering', 'Analysis of Algorithms', 'Introduction to Algorithms', 'Operating Systems', 'Principles of Database Management Systems']"
Software Engineer in Google,"['3D Multimedia System Design Project', 'Advanced Computer Vision Apps', 'Artificial Intelligence', 'Computer Vision', 'Data Mining', 'Data Structure and Programming', 'Digital Visual Effects', 'Electrical Engineering Lab (Digital Circuit)', 'Geometry-based Methods in Vision', 'Introduction to Computer Networks']"
Software Engineer,"['Algorithms', 'Circuit Analysis', 'Database Management', 'Digital Electronic Technology', 'Digital Signal Processing', 'Fundamental of Computer Networking', 'Game Artificial Intelligence', 'High Level Design of Hardware and Software System', 'Information Retrieval', 'Micro-Computer Principles']"
Software Engineer at Meltwater,"['Business Ethics and Corporate Social Responsibility', 'Enterprise Finance', 'Fluency/Information Technology', 'Global Business Strategy', 'Managing Diverse Teams', 'Organizational Leadership', 'Personal Finance Management', 'Principles of Accouting', 'Product Marketing and Management']"
Software Engineer at Yahoo,"['Adaptive Signal Processing', 'Algorithm', 'Communication Theory', 'Computer Architecture', 'Computer Graphic', 'Computer Network', 'Digital Signal Processing', 'Error Correcting Code', 'Information Theory', 'Information Visualization']"
Software engineer in LinkedIn,"['Algorithm Analysis', 'Data Mining', 'Database System', 'Network System']"
Software Engineer at InetSoft,"['Advanced Hardware Design', 'Algorithms, Part I', 'Computer Architecture', 'Information Visualization', 'Introduction to Java', 'Principles Database System', 'Principles Of Database System', 'Real Time Embedded Systems']"
Software Engineer at Amazon,"['Advance User Experience', 'Application Engineering and Development', 'Big Data System', 'Business Analysis and Information Engineering', 'Database Principle and Applications', 'Power Economy and Management', 'Power System Analysis', 'Program Structure and Algorithm', 'Relay Protection of Power System', 'Signals and Systems']"
Software Engineer at Google,"['Actuarial Mathematics in Finance', 'Actuarial Mathematics in Insurance', 'C Language and Programming', 'Categorical Data Analysis', 'Complex Analysis', 'Data Analysis', 'Data Structure and Algorithms', 'Design of Experiment', 'Functional Analysis', 'Gambling Discusses and Information Economics Science']"
Software Engineer at Yelp,"['Artificial Intelligence', 'Compilers', 'Computer Architecture', 'Computer Networks', 'Data Structures', 'Mobile Application Development', 'Operating Systems', 'Parallel Programming', 'Theory of Algorithms', 'Web Infrastructure']"
Software Engineer at Google,"['Algorithm Design and Analysis', 'Cloud Computing', 'Computer Vision', 'Decision Analysis and Engineering Economics', 'Enterprise Innovation', 'Human-computer Interaction with Mobile Phones and Services', 'Mobile Hardware for Software Engineers', 'Mobile Phone Programming', 'Music Signal Analysis and Retrieval', 'Network and Platform Service Programming']"
Software Engineer at SPINS,"['Advanced Data Structures by University of California, San Diego', 'Introduction to Algorithms (MIT)', 'Modern Web Applications (MEAN Stack)', 'MongoDB for Java Developers', 'Software Engineering', 'Web Application Architecture']"
Software Engineer at Square,"['Computational Data Analysis(Machine Learning)', 'Computational Science and Engineering Algorithms', 'Computer Network', 'Data and Visual Analytics', 'Elementary Japanese I', 'Elementary Japanese II', 'Introduction to Database Systems', 'Mobile Applications and Services', 'Modeling and Simulation: Fundamentals & Implementation', 'Numerical Iinear Algebra']"
Software Engineer at Facebook,"['Data Structures', 'Design and Analysis of Algorithms', 'Image Understanding', 'Parallel Computing', 'Principles of Data Management']"
Software Engineer at Zillow,"['Advanced Requirement Engineering', 'Advanced Software Architecture', 'Data Structure and Algorithm', 'Database Design', 'Database System', 'Object Oriented Analysis & Design', 'Software Project Organization & Management', 'Software Specification, Testing & Maintenance', 'Software Testing, Validation and Verification']"
Software Engineer at JPMorganChase,"['Applied Statistic Method I', 'Applied Statistic Method II', 'Data Mining', 'Information Visualization', 'Introduction to Natural Language Processing', 'Machine Learning']"
Software Engineer at Amazon,"['Big Data Analytics', 'Computer Architecture I', 'Computer Networking', 'Computer Vision and Scene Analysis', 'Design and Analysis of Algorithms', 'Introduction to Operating Systems', 'JAVA Programming', 'JavaScript:Understanding The Weird Part (Udemy)', 'Modern React and Redux (Udemy)', 'Principles of Database Systems']"
Software Engineer at Facebook,"['Advanced Programming Tools', 'Applied Data Mining', 'C++ Programming', 'Communication Theory', 'Computer Communications and Networks', 'Data Structures', 'Database Management', 'Digital Signal Processing', 'Discrete Mathematics', 'Distributed Systems']"
Software Engineer at CGG,"['Advanced Topics in DataBase Management', 'Algorithm Design', 'Data Mining', 'Data Structures', 'Database Management', 'Decision Analysis and Decision Support Systems', 'E-Business', 'Interactive System Design', 'Intermediate Programming using Java', 'Special Topics: Data Analytics']"
Software Engineer at Uber,"['Advanced Internet Services', 'Cloud Computing and Big Data', 'Computer Architecture', 'Computer Graphics', 'Computer Network and Communication', 'Computer Netwroks', 'Embedded System and Technology', 'Formal Verification for Hardware/Software Systems', 'Fundamentals of Data Structure', 'Introduction to Databases']"
Software Engineer at Uber,"['ADVANCED DATABASE SYSTEMS', 'ADVANCED SOFTWARE ENGINEERING', 'ANALYSIS OF ALGORITHMS I', 'CLOUD COMPUT:CONCEPTS/PRACTICE', 'INTRODUCTION TO DATABASES', 'OPERATING SYSTEMS I', 'PRIN-INNOVATN/ENTREPRENEURSHIP', 'PROGRAMMING LANG & TRANSLATORS', 'PROJECTS IN COMPUTER SCIE', 'SEMANTIC TECH IN IBM WATSON']"
Software Engineer at LinkedIn,"['Advanced Storage System', 'Database Application', 'Distributed System', 'Machine Learning', 'Machine Learning with Text Mining', 'Multimedia Database & Data Mining', 'Search Engine']"
Software Engineer at Minted,"['Cloud Computing', 'Data Mining', 'Data Structures for Application Programmers', 'Digital Transformation', 'Distributed Systems', 'E-commerce Technologies', 'Global IT Sourcing', 'Internet Technologies', 'Introduction to Human Computer Interaction for Technology Executives', 'Mobile App Development']"
Software Engineer at Facebook,"['AI Programming', 'Compiler Construction', 'Computational Geometry', 'Computer Networks', 'Data Structure', 'Design and Analysis of Algorithms', 'Discrete Math', 'Machine Learning', 'Network Problems in Cloud Computing', 'Object-Oriented Programming']"
Software Engineer,"['Advanced Computer Architecture', 'Advanced Operating System', 'CAD-Communication Networks', 'Database System Concepts & Design', 'Design & Analysis of Algorithms', 'Embedded Computing System', 'Parallel and Distributed Computer Architecture']"
Software Engineer at LinkedIn,"['Advanced Data Structure & Algorithm Analysis', 'Advanced Social Media Management', 'Analysis of Discrete Data', 'Applied Statistics', 'Artificial Intelligence', 'Assembly Language', 'C Programming Language', 'Computational Graphics', 'Computer Architecture', 'Computer Networks']"
